,year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
12778,1972,Aquatics,Swimming,"FURNISS, Steven Charles",USA,Men,200m individual medley,Bronze,1
12777,1972,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,200m freestyle,Silver,2
12776,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,200m freestyle,Gold,3
12775,1972,Aquatics,Swimming,"ROTHHAMMER, Keena Ruth",USA,Women,200m freestyle,Bronze,1
12774,1972,Aquatics,Swimming,"GENTER, Robert Steven",USA,Men,200m freestyle,Silver,2
12773,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,200m freestyle,Gold,3
12772,1972,Aquatics,Swimming,"LAMPE, Werner",FRG,Men,200m freestyle,Bronze,1
12771,1972,Aquatics,Swimming,"COLELLA, Lynn Ann",USA,Women,200m butterfly,Silver,2
12770,1972,Aquatics,Swimming,"MOE-THORNTON, Karen Patricia",USA,Women,200m butterfly,Gold,3
12769,1972,Aquatics,Swimming,"DANIEL, Eleanor Suzanne",USA,Women,200m butterfly,Bronze,1
12750,1972,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,100m freestyle,Silver,2
12784,1972,Aquatics,Swimming,"MCBREEN, Thomas Sean",USA,Men,400m freestyle,Bronze,1
12749,1972,Aquatics,Swimming,"NEILSON, Alexandra Lynn",USA,Women,100m freestyle,Gold,3
12747,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,100m freestyle,Silver,2
12727,1972,Aquatics,Swimming,"MURPHY, John Joseph",USA,Men,100m backstroke,Bronze,1
12726,1972,Aquatics,Diving,"KNAPE-LINDBERGH, Ulrika",SWE,Women,3m springboard,Silver,2
12725,1972,Aquatics,Diving,"KING, Maxine Joyce",USA,Women,3m springboard,Gold,3
12724,1972,Aquatics,Diving,"JANICKE, Marina",GDR,Women,3m springboard,Bronze,1
12723,1972,Aquatics,Diving,"CAGNOTTO, Giorgio Franco",ITA,Men,3m springboard,Silver,2
12722,1972,Aquatics,Diving,"VASIN, Vladimir",URS,Men,3m springboard,Gold,3
12728,1972,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,Gold,3
12721,1972,Aquatics,Diving,"LINCOLN, Craig Howard",USA,Men,3m springboard,Bronze,1
12719,1972,Aquatics,Diving,"KNAPE-LINDBERGH, Ulrika",SWE,Women,10m platform,Gold,3
12718,1972,Aquatics,Diving,"JANICKE, Marina",GDR,Women,10m platform,Bronze,1
12717,1972,Aquatics,Diving,"RYDZE, Richard Anthony",USA,Men,10m platform,Silver,2
12716,1972,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,10m platform,Gold,3
12715,1972,Aquatics,Diving,"CAGNOTTO, Giorgio Franco",ITA,Men,10m platform,Bronze,1
13307,1972,Fencing,Fencing,"PETRENKO-SAMUSENKO, Tatyana",URS,Women,foil team,Gold,3
12720,1972,Aquatics,Diving,"DUCHKOVA, Milena",TCH,Women,10m platform,Silver,2
12729,1972,Aquatics,Swimming,"STAMM, Michael Eugene",USA,Men,100m backstroke,Silver,2
12730,1972,Aquatics,Swimming,"ATWOOD, Susanne Jean",USA,Women,100m backstroke,Bronze,1
12731,1972,Aquatics,Swimming,"BELOTE, Melissa Louise",USA,Women,100m backstroke,Gold,3
12746,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m freestyle,Gold,3
12745,1972,Aquatics,Swimming,"BURE, Vladimir",URS,Men,100m freestyle,Bronze,1
12744,1972,Aquatics,Swimming,"BEIER, Roswitha",GDR,Women,100m butterfly,Silver,2
12743,1972,Aquatics,Swimming,"AOKI, Mayumi",JPN,Women,100m butterfly,Gold,3
12742,1972,Aquatics,Swimming,"GYARMATI, Andrea",HUN,Women,100m butterfly,Bronze,1
12741,1972,Aquatics,Swimming,"ROBERTSON, Bruce Richard",CAN,Men,100m butterfly,Silver,2
12740,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,100m butterfly,Gold,3
12739,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,100m butterfly,Bronze,1
12738,1972,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,100m breaststroke,Silver,2
12737,1972,Aquatics,Swimming,"CARR, Catherine L.",USA,Women,100m breaststroke,Gold,3
12736,1972,Aquatics,Swimming,"WHITFIELD, Beverley Joy",AUS,Women,100m breaststroke,Bronze,1
12735,1972,Aquatics,Swimming,"BRUCE, Thomas Edwin",USA,Men,100m breaststroke,Silver,2
12734,1972,Aquatics,Swimming,"TAGUCHI, Nobutaka",JPN,Men,100m breaststroke,Gold,3
12733,1972,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100m breaststroke,Bronze,1
12732,1972,Aquatics,Swimming,"GYARMATI, Andrea",HUN,Women,100m backstroke,Silver,2
12748,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,100m freestyle,Bronze,1
12785,1972,Aquatics,Swimming,"COOPER, Bradford Paul",AUS,Men,400m freestyle,Gold,3
12786,1972,Aquatics,Swimming,"GENTER, Robert Steven",USA,Men,400m freestyle,Silver,2
12787,1972,Aquatics,Swimming,"WEGNER, Gudrun",GDR,Women,400m freestyle,Bronze,1
12839,1972,Aquatics,Swimming,"NEILSON, Alexandra Lynn",USA,Women,4x100m medley relay,Gold,3
12838,1972,Aquatics,Swimming,"DEARDRUFF, Deena Diana",USA,Women,4x100m medley relay,Gold,3
12837,1972,Aquatics,Swimming,"CARR, Catherine L.",USA,Women,4x100m medley relay,Gold,3
12836,1972,Aquatics,Swimming,"BELOTE, Melissa Louise",USA,Women,4x100m medley relay,Gold,3
12835,1972,Aquatics,Swimming,"REINECK, Heidemarie",FRG,Women,4x100m medley relay,Bronze,1
12834,1972,Aquatics,Swimming,"PIELEN, Silke",FRG,Women,4x100m medley relay,Bronze,1
12840,1972,Aquatics,Swimming,"BEIER, Roswitha",GDR,Women,4x100m medley relay,Silver,2
12833,1972,Aquatics,Swimming,"EBERLE, Verena (Vreni)",FRG,Women,4x100m medley relay,Bronze,1
12831,1972,Aquatics,Swimming,"UNGER, Lutz",GDR,Men,4x100m medley relay,Silver,2
12830,1972,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,4x100m medley relay,Silver,2
12829,1972,Aquatics,Swimming,"KATZUR, Klaus",GDR,Men,4x100m medley relay,Silver,2
12828,1972,Aquatics,Swimming,"FLÃCKNER, Hartmut",GDR,Men,4x100m medley relay,Silver,2
12827,1972,Aquatics,Swimming,"STAMM, Michael Eugene",USA,Men,4x100m medley relay,Gold,3
12826,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,4x100m medley relay,Gold,3
12832,1972,Aquatics,Swimming,"BECKMANN, Gudrun",FRG,Women,4x100m medley relay,Bronze,1
12841,1972,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,4x100m medley relay,Silver,2
12842,1972,Aquatics,Swimming,"HERBST, Christine",GDR,Women,4x100m medley relay,Silver,2
12843,1972,Aquatics,Swimming,"VOGEL, Renate",GDR,Women,4x100m medley relay,Silver,2
12859,1972,Aquatics,Water polo,"ASCH, Peter Gregory",USA,Men,water polo,Bronze,1
12858,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,800m freestyle,Silver,2
12857,1972,Aquatics,Swimming,"ROTHHAMMER, Keena Ruth",USA,Women,800m freestyle,Gold,3
12856,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,800m freestyle,Bronze,1
12855,1972,Aquatics,Swimming,"VOSSELER, Hans-GÃ¼nther",FRG,Men,4x200m freestyle relay,Silver,2
12854,1972,Aquatics,Swimming,"STEINBACH, Klaus",FRG,Men,4x200m freestyle relay,Silver,2
12853,1972,Aquatics,Swimming,"LAMPE, Werner",FRG,Men,4x200m freestyle relay,Silver,2
12852,1972,Aquatics,Swimming,"FASSNACHT, Hans",FRG,Men,4x200m freestyle relay,Silver,2
12851,1972,Aquatics,Swimming,"TYLER, Frederick Daniel",USA,Men,4x200m freestyle relay,Gold,3
12850,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,4x200m freestyle relay,Gold,3
12849,1972,Aquatics,Swimming,"KINSELLA, John Pitann",USA,Men,4x200m freestyle relay,Gold,3
12848,1972,Aquatics,Swimming,"GENTER, Robert Steven",USA,Men,4x200m freestyle relay,Gold,3
12846,1972,Aquatics,Swimming,"KULIKOV, Georgi",URS,Men,4x200m freestyle relay,Bronze,1
12845,1972,Aquatics,Swimming,"GRIVENNIKOV, Igor",URS,Men,4x200m freestyle relay,Bronze,1
12844,1972,Aquatics,Swimming,"BURE, Vladimir",URS,Men,4x200m freestyle relay,Bronze,1
12825,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,4x100m medley relay,Gold,3
12824,1972,Aquatics,Swimming,"BRUCE, Thomas Edwin",USA,Men,4x100m medley relay,Gold,3
12823,1972,Aquatics,Swimming,"ROBERTSON, Bruce Richard",CAN,Men,4x100m medley relay,Bronze,1
12822,1972,Aquatics,Swimming,"MAHONY, William",CAN,Men,4x100m medley relay,Bronze,1
12802,1972,Aquatics,Swimming,"MURPHY, John Joseph",USA,Men,4x100m freestyle relay,Gold,3
12801,1972,Aquatics,Swimming,"HEIDENREICH, Jerry Alan",USA,Men,4x100m freestyle relay,Gold,3
12800,1972,Aquatics,Swimming,"EDGAR, David Holmes",USA,Men,4x100m freestyle relay,Gold,3
12799,1972,Aquatics,Swimming,"UNGER, Lutz",GDR,Men,4x100m freestyle relay,Bronze,1
12798,1972,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,4x100m freestyle relay,Bronze,1
12797,1972,Aquatics,Swimming,"HARTUNG, Wilfried",GDR,Men,4x100m freestyle relay,Bronze,1
12796,1972,Aquatics,Swimming,"BRUCH, Peter",GDR,Men,4x100m freestyle relay,Bronze,1
12795,1972,Aquatics,Swimming,"CLIFF, Leslie",CAN,Women,400m individual medley,Silver,2
12794,1972,Aquatics,Swimming,"NEALL, Gail",AUS,Women,400m individual medley,Gold,3
12793,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,400m individual medley,Bronze,1
12792,1972,Aquatics,Swimming,"MCKEE, Alexander Timothy",USA,Men,400m individual medley,Silver,2
12791,1972,Aquatics,Swimming,"LARSSON, Gunnar",SWE,Men,400m individual medley,Gold,3
12790,1972,Aquatics,Swimming,"HARGITAY, Andras",HUN,Men,400m individual medley,Bronze,1
12789,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,400m freestyle,Silver,2
12788,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,400m freestyle,Gold,3
12803,1972,Aquatics,Swimming,"SPITZ, Mark",USA,Men,4x100m freestyle relay,Gold,3
13009,1972,Athletics,Athletics,"KHMELEVSKY, Vasili",URS,Men,hammer throw,Bronze,1
12804,1972,Aquatics,Swimming,"ABOIMOV, Viktor",URS,Men,4x100m freestyle relay,Silver,2
12806,1972,Aquatics,Swimming,"GRIVENNIKOV, Igor",URS,Men,4x100m freestyle relay,Silver,2
12821,1972,Aquatics,Swimming,"KASTING, Robert",CAN,Men,4x100m medley relay,Bronze,1
12820,1972,Aquatics,Swimming,"FISH, Erik",CAN,Men,4x100m medley relay,Bronze,1
12819,1972,Aquatics,Swimming,"WETZKO, Gabriele",GDR,Women,4x100m freestyle relay,Silver,2
12818,1972,Aquatics,Swimming,"SEHMISCH, Elke",GDR,Women,4x100m freestyle relay,Silver,2
12817,1972,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,4x100m freestyle relay,Silver,2
12816,1972,Aquatics,Swimming,"EIFE, Andrea",GDR,Women,4x100m freestyle relay,Silver,2
12815,1972,Aquatics,Swimming,"NEILSON, Alexandra Lynn",USA,Women,4x100m freestyle relay,Gold,3
12814,1972,Aquatics,Swimming,"KEMP, Jennifer Jo",USA,Women,4x100m freestyle relay,Gold,3
12813,1972,Aquatics,Swimming,"BARKMAN, Jane Louise",USA,Women,4x100m freestyle relay,Gold,3
12812,1972,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,4x100m freestyle relay,Gold,3
12811,1972,Aquatics,Swimming,"WEBER, Judith (Jutta)",FRG,Women,4x100m freestyle relay,Bronze,1
12810,1972,Aquatics,Swimming,"STEINBACH, Angela",FRG,Women,4x100m freestyle relay,Bronze,1
12809,1972,Aquatics,Swimming,"REINECK, Heidemarie",FRG,Women,4x100m freestyle relay,Bronze,1
12808,1972,Aquatics,Swimming,"BECKMANN, Gudrun",FRG,Women,4x100m freestyle relay,Bronze,1
12807,1972,Aquatics,Swimming,"MAZANOV, Viktor",URS,Men,4x100m freestyle relay,Silver,2
12805,1972,Aquatics,Swimming,"BURE, Vladimir",URS,Men,4x100m freestyle relay,Silver,2
13010,1972,Athletics,Athletics,"BONDARCHUK, Anatoli",URS,Men,hammer throw,Gold,3
12847,1972,Aquatics,Swimming,"MAZANOV, Viktor",URS,Men,4x200m freestyle relay,Bronze,1
13012,1972,Athletics,Athletics,"STONES, Dwight Edwin",USA,Men,high jump,Bronze,1
13212,1972,Cycling,Cycling Track,"HARITZ, GÃ¼nter",FRG,Men,Team Pursuit (4000m),Gold,3
13211,1972,Cycling,Cycling Track,"COLOMBO, JÃ¼rgen",FRG,Men,Team Pursuit (4000m),Gold,3
13210,1972,Cycling,Cycling Track,"MOORE, William",GBR,Men,Team Pursuit (4000m),Bronze,1
13209,1972,Cycling,Cycling Track,"KEEBLE, Ronald James",GBR,Men,Team Pursuit (4000m),Bronze,1
13208,1972,Cycling,Cycling Track,"HALLAM, Ian",GBR,Men,Team Pursuit (4000m),Bronze,1
13207,1972,Cycling,Cycling Track,"BENNETT, Michael John",GBR,Men,Team Pursuit (4000m),Bronze,1
13213,1972,Cycling,Cycling Track,"HEMPEL, Udo",FRG,Men,Team Pursuit (4000m),Gold,3
13206,1972,Cycling,Cycling Track,"NICHOLSON, John Michael",AUS,Men,Sprint indivual,Silver,2
13204,1972,Cycling,Cycling Track,"PKHAKADZE, Omar",URS,Men,Sprint indivual,Bronze,1
13203,1972,Cycling,Cycling Track,"KURMANN, Xaver",SUI,Men,Individual Pursuit,Silver,2
13202,1972,Cycling,Cycling Track,"KNUDSEN, Knut",NOR,Men,Individual Pursuit,Gold,3
13201,1972,Cycling,Cycling Track,"LUTZ, Hans",FRG,Men,Individual Pursuit,Bronze,1
13200,1972,Cycling,Cycling Track,"OTTO, Werner",GDR,Men,2000m tandem,Silver,2
13199,1972,Cycling,Cycling Track,"GESCHKE, Hans-JÃ¼rgen",GDR,Men,2000m tandem,Silver,2
13205,1972,Cycling,Cycling Track,"MORELON, Daniel",FRA,Men,Sprint indivual,Gold,3
13214,1972,Cycling,Cycling Track,"SCHUHMACHER, GÃ¼nther",FRG,Men,Team Pursuit (4000m),Gold,3
13215,1972,Cycling,Cycling Track,"HUSCHKE, Thomas",GDR,Men,Team Pursuit (4000m),Silver,2
13216,1972,Cycling,Cycling Track,"RICHTER, Heinz",GDR,Men,Team Pursuit (4000m),Silver,2
13231,1972,Equestrian,Eventing,"JÃNSSON, Jan",SWE,Men,individual,Bronze,1
13230,1972,Equestrian,Dressage,"SCHLÃTER-SCHMIDT, Karin",FRG,Women,team,Silver,2
13229,1972,Equestrian,Dressage,"LINSENHOFF, Liselott",FRG,Women,team,Silver,2
13228,1972,Equestrian,Dressage,"PETUSHKOVA, Elena",URS,Women,team,Gold,3
13227,1972,Equestrian,Dressage,"VON ROSEN, Maud",SWE,Women,team,Bronze,1
13226,1972,Equestrian,Dressage,"SWAAB, Ninna",SWE,Women,team,Bronze,1
13225,1972,Equestrian,Dressage,"HAKANSSON, Ulla",SWE,Women,team,Bronze,1
13224,1972,Equestrian,Dressage,"NECKERMANN, Josef",FRG,Men,team,Silver,2
13223,1972,Equestrian,Dressage,"KIZIMOV, Ivan",URS,Men,team,Gold,3
13222,1972,Equestrian,Dressage,"KALITA, Ivan",URS,Men,team,Gold,3
13221,1972,Equestrian,Dressage,"PETUSHKOVA, Elena",URS,Women,individual,Silver,2
13220,1972,Equestrian,Dressage,"LINSENHOFF, Liselott",FRG,Women,individual,Gold,3
13219,1972,Equestrian,Dressage,"NECKERMANN, Josef",FRG,Men,individual,Bronze,1
13218,1972,Cycling,Cycling Track,"UNTERWALDER, Uwe",GDR,Men,Team Pursuit (4000m),Silver,2
13217,1972,Cycling,Cycling Track,"RICHTER, Herbert",GDR,Men,Team Pursuit (4000m),Silver,2
13198,1972,Cycling,Cycling Track,"TSELOVALNIKOV, Igor",URS,Men,2000m tandem,Gold,3
13232,1972,Equestrian,Eventing,"MEADE, Richard John Hanray",GBR,Men,individual,Gold,3
13197,1972,Cycling,Cycling Track,"SEMENETS, Vladimir",URS,Men,2000m tandem,Gold,3
13195,1972,Cycling,Cycling Track,"BEK, Andrzej",POL,Men,2000m tandem,Bronze,1
13175,1972,Canoe / Kayak,Canoe / Kayak S,"SCHUMACHER, Hans-Otto",FRG,Men,C-2 (canoe double),Silver,2
13174,1972,Canoe / Kayak,Canoe / Kayak S,"BAUES, Wilhelm Bernd",FRG,Men,C-2 (canoe double),Silver,2
13173,1972,Canoe / Kayak,Canoe / Kayak S,"HOFMANN, Walter",GDR,Men,C-2 (canoe double),Gold,3
13172,1972,Canoe / Kayak,Canoe / Kayak S,"AMEND, Rolf-Dieter",GDR,Men,C-2 (canoe double),Gold,3
13171,1972,Canoe / Kayak,Canoe / Kayak S,"OLRY, Jean-Louis",FRA,Men,C-2 (canoe double),Bronze,1
13170,1972,Canoe / Kayak,Canoe / Kayak S,"OLRY, Jean-Claude",FRA,Men,C-2 (canoe double),Bronze,1
13176,1972,Canoe / Kayak,Canoe / Kayak S,"GIMPEL, Harald",GDR,Men,K-1 (kayak single),Bronze,1
13169,1972,Canoe / Kayak,Canoe / Kayak S,"KAUDER, Reinhold",FRG,Men,C-1 (canoe single),Silver,2
13167,1972,Canoe / Kayak,Canoe / Kayak S,"MCEWAN, James Patrick",USA,Men,C-1 (canoe single),Bronze,1
13166,1972,Canoe / Kayak,Canoe / Kayak F,"ZAFIU, Mihai",ROU,Men,K-4 1000m (kayak four),Silver,2
13165,1972,Canoe / Kayak,Canoe / Kayak F,"VERNESCU, Aurel",ROU,Men,K-4 1000m (kayak four),Silver,2
13164,1972,Canoe / Kayak,Canoe / Kayak F,"VARTOLOMEU, Roman",ROU,Men,K-4 1000m (kayak four),Silver,2
13163,1972,Canoe / Kayak,Canoe / Kayak F,"SCIOTNIC, Atanase",ROU,Men,K-4 1000m (kayak four),Silver,2
13162,1972,Canoe / Kayak,Canoe / Kayak F,"STETSENKO, Yuri",URS,Men,K-4 1000m (kayak four),Gold,3
13168,1972,Canoe / Kayak,Canoe / Kayak S,"EIBEN, Reinhard",GDR,Men,C-1 (canoe single),Gold,3
13177,1972,Canoe / Kayak,Canoe / Kayak S,"HORN, Siegbert",GDR,Men,K-1 (kayak single),Gold,3
13178,1972,Canoe / Kayak,Canoe / Kayak S,"SATTLER, Norbert",AUT,Men,K-1 (kayak single),Silver,2
13179,1972,Canoe / Kayak,Canoe / Kayak S,"WUNDERLICH, Magdalena",FRG,Women,K-1 (kayak single),Bronze,1
13194,1972,Cycling,Cycling Track,"CLARK, Daniel",AUS,Men,1km time trial,Silver,2
13193,1972,Cycling,Cycling Track,"FREDBORG, Niels Christian",DEN,Men,1km time trial,Gold,3
13192,1972,Cycling,Cycling Track,"SCHÃTZE, JÃ¼rgen",GDR,Men,1km time trial,Bronze,1
13191,1972,Cycling,Cycling Road,"SZURKOWSKI, Ryszard",POL,Men,team time trial,Silver,2
13190,1972,Cycling,Cycling Road,"SZOZDA, Stanislaw",POL,Men,team time trial,Silver,2
13189,1972,Cycling,Cycling Road,"LIS, Lucjan",POL,Men,team time trial,Silver,2
13188,1972,Cycling,Cycling Road,"BARCIK, Edward",POL,Men,team time trial,Silver,2
13187,1972,Cycling,Cycling Road,"YARDY, Valery",URS,Men,team time trial,Gold,3
13186,1972,Cycling,Cycling Road,"SHUKHOV, Boris",URS,Men,team time trial,Gold,3
13185,1972,Cycling,Cycling Road,"LIKHACHEV, Valery",URS,Men,team time trial,Gold,3
13184,1972,Cycling,Cycling Road,"KOMNATOV, Gennadi",URS,Men,team time trial,Gold,3
13183,1972,Cycling,Cycling Road,"SEFTON, Clyde",AUS,Men,individual road race,Silver,2
13182,1972,Cycling,Cycling Road,"KUIPER, Hennie",NED,Men,individual road race,Gold,3
13181,1972,Canoe / Kayak,Canoe / Kayak S,"GROTHAUS, Gisela",FRG,Women,K-1 (kayak single),Silver,2
13180,1972,Canoe / Kayak,Canoe / Kayak S,"BAHMANN, Angelika",GDR,Women,K-1 (kayak single),Gold,3
13196,1972,Cycling,Cycling Track,"KOCOT, Benedykt",POL,Men,2000m tandem,Bronze,1
13161,1972,Canoe / Kayak,Canoe / Kayak F,"MOROZOV, Vladimir",URS,Men,K-4 1000m (kayak four),Gold,3
13233,1972,Equestrian,Eventing,"ARGENTON, Alessandro",ITA,Men,individual,Silver,2
13235,1972,Equestrian,Eventing,"KARSTEN, Horst",FRG,Men,team,Bronze,1
13287,1972,Fencing,Fencing,"NOÃL, Christian",FRA,Men,foil team,Bronze,1
13286,1972,Fencing,Fencing,"MAGNAN, Jean-Claude",FRA,Men,foil team,Bronze,1
13285,1972,Fencing,Fencing,"BEROLATTI, Gilles",FRA,Men,foil team,Bronze,1
13284,1972,Fencing,Fencing,"BOBIS-FERKASINSZKY, Ildiko",HUN,Women,foil individual,Silver,2
13283,1972,Fencing,Fencing,"RAGNO-LONZI, Antonella",ITA,Women,foil individual,Gold,3
13282,1972,Fencing,Fencing,"GOROKHOVA, Galina",URS,Women,foil individual,Bronze,1
13288,1972,Fencing,Fencing,"REVENU, Daniel",FRA,Men,foil team,Bronze,1
13281,1972,Fencing,Fencing,"KAMUTI, JenÃ¶",HUN,Men,foil individual,Silver,2
13279,1972,Fencing,Fencing,"NOÃL, Christian",FRA,Men,foil individual,Bronze,1
13278,1972,Fencing,Fencing,"SUCHANECKI, Francois",SUI,Men,Ã©pÃ©e team,Silver,2
13277,1972,Fencing,Fencing,"LÃTSCHER, Peter",SUI,Men,Ã©pÃ©e team,Silver,2
13276,1972,Fencing,Fencing,"KAUTER, Christian",SUI,Men,Ã©pÃ©e team,Silver,2
13275,1972,Fencing,Fencing,"GIGER, Daniel",SUI,Men,Ã©pÃ©e team,Silver,2
13274,1972,Fencing,Fencing,"EVEQUOZ, Guy",SUI,Men,Ã©pÃ©e team,Silver,2
13280,1972,Fencing,Fencing,"WOYDA, Witold",POL,Men,foil individual,Gold,3
13289,1972,Fencing,Fencing,"TALVARD, Bernard",FRA,Men,foil team,Bronze,1
13290,1972,Fencing,Fencing,"DABROWSKI, Marek",POL,Men,foil team,Gold,3
13291,1972,Fencing,Fencing,"GODEL, Arkadiusz",POL,Men,foil team,Gold,3
13305,1972,Fencing,Fencing,"GOROKHOVA, Galina",URS,Women,foil team,Gold,3
13011,1972,Athletics,Athletics,"SACHSE, Jochen",GDR,Men,hammer throw,Silver,2
13304,1972,Fencing,Fencing,"CHIRKOVA, Svetlana",URS,Women,foil team,Gold,3
13303,1972,Fencing,Fencing,"ORBAN-SZABO, Olga",ROU,Women,foil team,Bronze,1
13302,1972,Fencing,Fencing,"IENCIC-STAHL, Ecaterina Clara",ROU,Women,foil team,Bronze,1
13301,1972,Fencing,Fencing,"GYULAI-DRIMBA-JENEI, Ileana",ROU,Women,foil team,Bronze,1
13300,1972,Fencing,Fencing,"DERSIDAN-ENE-PASCU, Ana",ROU,Women,foil team,Bronze,1
13299,1972,Fencing,Fencing,"STANKOVICH, Vasili",URS,Men,foil team,Silver,2
13298,1972,Fencing,Fencing,"ROMANOV, Leonid",URS,Men,foil team,Silver,2
13297,1972,Fencing,Fencing,"PUTYATIN, Viktor",URS,Men,foil team,Silver,2
13296,1972,Fencing,Fencing,"KOTETSEV, Anatoli",URS,Men,foil team,Silver,2
13295,1972,Fencing,Fencing,"DENISOV, Vladimir",URS,Men,foil team,Silver,2
13294,1972,Fencing,Fencing,"WOYDA, Witold",POL,Men,foil team,Gold,3
13293,1972,Fencing,Fencing,"KOZIEJOWSKI, Lech",POL,Men,foil team,Gold,3
13292,1972,Fencing,Fencing,"KACZMAREK, Jerzy",POL,Men,foil team,Gold,3
13273,1972,Fencing,Fencing,"SCHMITT, Pal",HUN,Men,Ã©pÃ©e team,Gold,3
13234,1972,Equestrian,Eventing,"GOESSING, Ludwig (Lutz)",FRG,Men,team,Bronze,1
13272,1972,Fencing,Fencing,"OSZTRICS, Istvan",HUN,Men,Ã©pÃ©e team,Gold,3
13270,1972,Fencing,Fencing,"FENYVESI, Csaba",HUN,Men,Ã©pÃ©e team,Gold,3
13250,1972,Equestrian,Jumping,"D'INZEO, Raimondo",ITA,Men,team,Bronze,1
13249,1972,Equestrian,Jumping,"D'INZEO, Piero",ITA,Men,team,Bronze,1
13248,1972,Equestrian,Jumping,"MOORE, Ann Elizabeth",GBR,Women,individual,Silver,2
13247,1972,Equestrian,Jumping,"MANCINELLI, Graziano",ITA,Men,individual,Gold,3
13246,1972,Equestrian,Jumping,"SHAPIRO, Neal",USA,Men,individual,Bronze,1
13245,1972,Equestrian,Eventing,"PARKER, Bridget",GBR,Women,team,Gold,3
13251,1972,Equestrian,Jumping,"MANCINELLI, Graziano",ITA,Men,team,Bronze,1
13244,1972,Equestrian,Eventing,"GORDON-WATSON, Mary Diana",GBR,Women,team,Gold,3
13242,1972,Equestrian,Eventing,"PLUMB, John Michael",USA,Men,team,Silver,2
13241,1972,Equestrian,Eventing,"FREEMAN, Kevin John",USA,Men,team,Silver,2
13240,1972,Equestrian,Eventing,"DAVIDSON, Bruce Oram",USA,Men,team,Silver,2
13239,1972,Equestrian,Eventing,"PHILLIPS, Mark Anthony Peter",GBR,Men,team,Gold,3
13237,1972,Equestrian,Eventing,"SCHULTZ, Karl",FRG,Men,team,Bronze,1
13236,1972,Equestrian,Eventing,"KLUGMANN, Harry",FRG,Men,team,Bronze,1
13243,1972,Equestrian,Eventing,"WOFFORD, James Cunningham",USA,Men,team,Silver,2
13252,1972,Equestrian,Jumping,"ORLANDI, Vittorio",ITA,Men,team,Bronze,1
13253,1972,Equestrian,Jumping,"LIGGES, Fritz",FRG,Men,team,Gold,3
13254,1972,Equestrian,Jumping,"STEENKEN, Hartwig",FRG,Men,team,Gold,3
13269,1972,Fencing,Fencing,"ERDÃS, Sandor",HUN,Men,Ã©pÃ©e team,Gold,3
13268,1972,Fencing,Fencing,"ZAZHITSKY, Georgi",URS,Men,Ã©pÃ©e team,Bronze,1
13267,1972,Fencing,Fencing,"VALETOV, Igor",URS,Men,Ã©pÃ©e team,Bronze,1
13266,1972,Fencing,Fencing,"PARAMONOV, Sergei",URS,Men,Ã©pÃ©e team,Bronze,1
13265,1972,Fencing,Fencing,"MODZALEVSKY, Viktor",URS,Men,Ã©pÃ©e team,Bronze,1
13264,1972,Fencing,Fencing,"KRISS, Grigori",URS,Men,Ã©pÃ©e team,Bronze,1
13263,1972,Fencing,Fencing,"LADEGAILLERIE, Jacques",FRA,Men,Ã©pÃ©e individual,Silver,2
13262,1972,Fencing,Fencing,"FENYVESI, Csaba",HUN,Men,Ã©pÃ©e individual,Gold,3
13261,1972,Fencing,Fencing,"KULCSAR, GyÃ¶zÃ¶",HUN,Men,Ã©pÃ©e individual,Bronze,1
13260,1972,Equestrian,Jumping,"KUSNER, Kathryn Hallowell",USA,Women,team,Silver,2
13259,1972,Equestrian,Jumping,"STEINKRAUS, William Clark",USA,Men,team,Silver,2
13258,1972,Equestrian,Jumping,"SHAPIRO, Neal",USA,Men,team,Silver,2
