,year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
0,1896,Aquatics,Swimming,"HAJOS, Alfred",HUN,Men,100m freestyle,Gold,3
97,1896,Gymnastics,Artistic G.,"LOUNDRAS, Dimitrios",GRE,Men,"team, parallel bars",Bronze,1
98,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Men,"team, parallel bars",Bronze,1
99,1896,Gymnastics,Artistic G.,"BÃCKER, Konrad",GER,Men,"team, parallel bars",Gold,3
100,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,"team, parallel bars",Gold,3
101,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Men,"team, parallel bars",Gold,3
102,1896,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Men,"team, parallel bars",Gold,3
103,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,"team, parallel bars",Gold,3
104,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Men,"team, parallel bars",Gold,3
105,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Men,"team, parallel bars",Gold,3
106,1896,Gymnastics,Artistic G.,"RÃSTEL, Richard",GER,Men,"team, parallel bars",Gold,3
107,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Men,"team, parallel bars",Gold,3
108,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,"team, parallel bars",Gold,3
109,1896,Gymnastics,Artistic G.,"WEINGÃRTNER, Hermann",GER,Men,"team, parallel bars",Gold,3
110,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Men,"team, parallel bars",Silver,2
111,1896,Gymnastics,Artistic G.,"ATHANASOPOULOS, Spyros",GRE,Men,"team, parallel bars",Silver,2
96,1896,Gymnastics,Artistic G.,"KARVELAS, Phillippos",GRE,Men,"team, parallel bars",Bronze,1
112,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Men,"team, parallel bars",Silver,2
95,1896,Gymnastics,Artistic G.,"CHRYSAPHIS, Ioannis",GRE,Men,"team, parallel bars",Bronze,1
93,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,"team, horizontal bar",Gold,3
78,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Men,rings,Bronze,1
79,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Men,rings,Gold,3
80,1896,Gymnastics,Artistic G.,"WEINGÃRTNER, Hermann",GER,Men,rings,Silver,2
81,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,rope climbing,Bronze,1
82,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Men,rope climbing,Gold,3
83,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Men,rope climbing,Silver,2
84,1896,Gymnastics,Artistic G.,"BÃCKER, Konrad",GER,Men,"team, horizontal bar",Gold,3
85,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,"team, horizontal bar",Gold,3
86,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Men,"team, horizontal bar",Gold,3
87,1896,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Men,"team, horizontal bar",Gold,3
88,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,"team, horizontal bar",Gold,3
89,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Men,"team, horizontal bar",Gold,3
90,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Men,"team, horizontal bar",Gold,3
91,1896,Gymnastics,Artistic G.,"RÃSTEL, Richard",GER,Men,"team, horizontal bar",Gold,3
92,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Men,"team, horizontal bar",Gold,3
94,1896,Gymnastics,Artistic G.,"WEINGÃRTNER, Hermann",GER,Men,"team, horizontal bar",Gold,3
77,1896,Gymnastics,Artistic G.,"WEINGÃRTNER, Hermann",GER,Men,pommel horse,Silver,2
113,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Men,"team, parallel bars",Silver,2
115,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,vault,Gold,3
135,1896,Tennis,Tennis,"TRAUN, Friedrich",ZZX,Men,doubles,Gold,3
136,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",ZZX,Men,doubles,Silver,2
137,1896,Tennis,Tennis,"PETROKOKKINOS, Demetrios",ZZX,Men,doubles,Silver,2
139,1896,Tennis,Tennis,"TAPAVICZA, Momcsillo",HUN,Men,singles,Bronze,1
140,1896,Tennis,Tennis,"BOLAND, John",GBR,Men,singles,Gold,3
141,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",GRE,Men,singles,Silver,2
142,1896,Weightlifting,Weightlifting,"NIKOLOPOULOS, Alexandros",GRE,Men,heavyweight - one hand lift,Bronze,1
143,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,Men,heavyweight - one hand lift,Gold,3
144,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Men,heavyweight - one hand lift,Silver,2
145,1896,Weightlifting,Weightlifting,"VERSIS, Sotirios",GRE,Men,heavyweight - two hand lift,Bronze,1
146,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Men,heavyweight - two hand lift,Gold,3
147,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,Men,heavyweight - two hand lift,Silver,2
148,1896,Wrestling,Wrestling Gre-R,"CHRISTOPOULOS, Stephanos",GRE,Men,open event,Bronze,1
149,1896,Wrestling,Wrestling Gre-R,"SCHUMANN, Carl",GER,Men,open event,Gold,3
150,1896,Wrestling,Wrestling Gre-R,"TSITAS, Georgios",GRE,Men,open event,Silver,2
134,1896,Tennis,Tennis,"BOLAND, John",ZZX,Men,doubles,Gold,3
114,1896,Gymnastics,Artistic G.,"WEINGÃRTNER, Hermann",GER,Men,vault,Bronze,1
133,1896,Tennis,Tennis,"ROBERTSON, George Stuart",ZZX,Men,doubles,Bronze,1
131,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,"army rifle, 300m",Silver,2
116,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,vault,Silver,2
117,1896,Shooting,Shooting,"MORAKIS, Nikolaos",GRE,Men,25m army pistol,Bronze,1
118,1896,Shooting,Shooting,"PAINE, John",USA,Men,25m army pistol,Gold,3
119,1896,Shooting,Shooting,"PAINE, Sumner",USA,Men,25m army pistol,Silver,2
120,1896,Shooting,Shooting,"NIELSEN, Holger",DEN,Men,25m rapid fire pistol (60 shots),Bronze,1
121,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,25m rapid fire pistol (60 shots),Gold,3
122,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Men,25m rapid fire pistol (60 shots),Silver,2
123,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,50m pistol (60 shots),Bronze,1
124,1896,Shooting,Shooting,"PAINE, Sumner",USA,Men,50m pistol (60 shots),Gold,3
125,1896,Shooting,Shooting,"NIELSEN, Holger",DEN,Men,50m pistol (60 shots),Silver,2
126,1896,Shooting,Shooting,"TRIKUPIS, Nicolaos",GRE,Men,"army rifle, 200m",Bronze,1
127,1896,Shooting,Shooting,"KARASEVDAS, Pantelis",GRE,Men,"army rifle, 200m",Gold,3
128,1896,Shooting,Shooting,"PAVLIDIS, Pavlos",GRE,Men,"army rifle, 200m",Silver,2
129,1896,Shooting,Shooting,"JENSEN, Viggo",DEN,Men,"army rifle, 300m",Bronze,1
130,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Men,"army rifle, 300m",Gold,3
132,1896,Tennis,Tennis,"FLACK, Edwin",ZZX,Men,doubles,Bronze,1
76,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,pommel horse,Gold,3
138,1896,Tennis,Tennis,"PASPATIS, Konstantinos",GRE,Men,singles,Bronze,1
74,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,parallel bars,Gold,3
20,1896,Athletics,Athletics,"GMELIN, Charles",GBR,Men,400m,Bronze,1
21,1896,Athletics,Athletics,"BURKE, Thomas",USA,Men,400m,Gold,3
22,1896,Athletics,Athletics,"JAMISON, Herbert",USA,Men,400m,Silver,2
23,1896,Athletics,Athletics,"GOLEMIS, Dimitrios",GRE,Men,800m,Bronze,1
24,1896,Athletics,Athletics,"FLACK, Edwin",AUS,Men,800m,Gold,3
25,1896,Athletics,Athletics,"DANI, Nandor",HUN,Men,800m,Silver,2
26,1896,Athletics,Athletics,"VERSIS, Sotirios",GRE,Men,discus throw,Bronze,1
27,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,discus throw,Gold,3
28,1896,Athletics,Athletics,"PARASKEVOPOULOS, Panagiotis",GRE,Men,discus throw,Silver,2
29,1896,Athletics,Athletics,"CLARK, Ellery",USA,Men,high jump,Gold,3
30,1896,Athletics,Athletics,"CONNOLLY, James",USA,Men,high jump,Silver,2
31,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,high jump,Silver,2
32,1896,Athletics,Athletics,"CONNOLLY, James",USA,Men,long jump,Bronze,1
33,1896,Athletics,Athletics,"CLARK, Ellery",USA,Men,long jump,Gold,3
34,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,long jump,Silver,2
19,1896,Athletics,Athletics,"BLAKE, Arthur",USA,Men,1500m,Silver,2
35,1896,Athletics,Athletics,"KELLNER, Gyula",HUN,Men,marathon,Bronze,1
18,1896,Athletics,Athletics,"FLACK, Edwin",AUS,Men,1500m,Gold,3
16,1896,Athletics,Athletics,"GOULDING, Grantley",GBR,Men,110m hurdles,Silver,2
75,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,parallel bars,Silver,2
1,1896,Aquatics,Swimming,"HERSCHMANN, Otto",AUT,Men,100m freestyle,Silver,2
2,1896,Aquatics,Swimming,"DRIVAS, Dimitrios",GRE,Men,100m freestyle for sailors,Bronze,1
3,1896,Aquatics,Swimming,"MALOKINIS, Ioannis",GRE,Men,100m freestyle for sailors,Gold,3
4,1896,Aquatics,Swimming,"CHASAPIS, Spiridon",GRE,Men,100m freestyle for sailors,Silver,2
5,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Men,1200m freestyle,Bronze,1
6,1896,Aquatics,Swimming,"HAJOS, Alfred",HUN,Men,1200m freestyle,Gold,3
8,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Men,400m freestyle,Bronze,1
9,1896,Aquatics,Swimming,"NEUMANN, Paul",AUT,Men,400m freestyle,Gold,3
10,1896,Aquatics,Swimming,"PEPANOS, Antonios",GRE,Men,400m freestyle,Silver,2
11,1896,Athletics,Athletics,"LANE, Francis",USA,Men,100m,Bronze,1
12,1896,Athletics,Athletics,"SZOKOLYI, Alajos",HUN,Men,100m,Bronze,1
13,1896,Athletics,Athletics,"BURKE, Thomas",USA,Men,100m,Gold,3
14,1896,Athletics,Athletics,"HOFMANN, Fritz",GER,Men,100m,Silver,2
15,1896,Athletics,Athletics,"CURTIS, Thomas",USA,Men,110m hurdles,Gold,3
17,1896,Athletics,Athletics,"LERMUSIAUX, Albin",FRA,Men,1500m,Bronze,1
36,1896,Athletics,Athletics,"LOUIS, Spyridon",GRE,Men,marathon,Gold,3
7,1896,Aquatics,Swimming,"ANDREOU, Joannis",GRE,Men,1200m freestyle,Silver,2
38,1896,Athletics,Athletics,"DAMASKOS, Evangelos",GRE,Men,pole vault,Bronze,1
59,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,1km time trial,Gold,3
60,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Men,1km time trial,Silver,2
61,1896,Cycling,Cycling Track,"FLAMENG, LÃ©on",FRA,Men,Sprint indivual,Bronze,1
62,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,Sprint indivual,Gold,3
63,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Men,Sprint indivual,Silver,2
64,1896,Fencing,Fencing,"PIERRAKOS-MAVROMICHALIS, Perikles",GRE,Men,foil individual,Bronze,1
65,1896,Fencing,Fencing,"GRAVELOTTE, EugÃ¨ne-Henri",FRA,Men,foil individual,Gold,3
66,1896,Fencing,Fencing,"CALLOT, Henri",FRA,Men,foil individual,Silver,2
67,1896,Fencing,Fencing,"PYRGOS, Leonidas",GRE,Men,"foil, masters",Gold,3
68,1896,Fencing,Fencing,"PERRONNET, Maurice",FRA,Men,"foil, masters",Silver,2
70,1896,Fencing,Fencing,"GEORGIADIS, Ioannis",GRE,Men,sabre individual,Gold,3
71,1896,Fencing,Fencing,"KARAKALOS, Telemachos",GRE,Men,sabre individual,Silver,2
72,1896,Gymnastics,Artistic G.,"WEINGÃRTNER, Hermann",GER,Men,horizontal bar,Gold,3
37,1896,Athletics,Athletics,"VASILAKOS, Kharilaos",GRE,Men,marathon,Silver,2
73,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,horizontal bar,Silver,2
58,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,1km time trial,Bronze,1
57,1896,Cycling,Cycling Track,"KEEPING, Frank",GBR,Men,12-hour race,Silver,2
69,1896,Fencing,Fencing,"NIELSEN, Holger",DEN,Men,sabre individual,Bronze,1
55,1896,Cycling,Cycling Track,"FLAMENG, LÃ©on",FRA,Men,10km,Silver,2
56,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,12-hour race,Gold,3
41,1896,Athletics,Athletics,"TYLER, Albert",USA,Men,pole vault,Silver,2
42,1896,Athletics,Athletics,"PAPASIDERIS, Georgios",GRE,Men,shot put,Bronze,1
39,1896,Athletics,Athletics,"THEODOROPOULOS, Ioannis",GRE,Men,pole vault,Bronze,1
44,1896,Athletics,Athletics,"GOUSKOS, Miltiadis",GRE,Men,shot put,Silver,2
45,1896,Athletics,Athletics,"PERSAKIS, Ioannis",GRE,Men,triple jump,Bronze,1
46,1896,Athletics,Athletics,"CONNOLLY, James",USA,Men,triple jump,Gold,3
47,1896,Athletics,Athletics,"TUFFERI, Alexandre",FRA,Men,triple jump,Silver,2
43,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,shot put,Gold,3
49,1896,Cycling,Cycling Road,"KONSTANTINIDIS, Aristidis",GRE,Men,individual road race,Gold,3
54,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,10km,Gold,3
48,1896,Cycling,Cycling Road,"BATTEL, Edward",GBR,Men,individual road race,Bronze,1
53,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,10km,Bronze,1
52,1896,Cycling,Cycling Track,"KOLETTIS, Georgios",GRE,Men,100km,Silver,2
40,1896,Athletics,Athletics,"HOYT, William Welles",USA,Men,pole vault,Gold,3
51,1896,Cycling,Cycling Track,"FLAMENG, LÃ©on",FRA,Men,100km,Gold,3
50,1896,Cycling,Cycling Road,"GOEDRICH, August",GER,Men,individual road race,Silver,2
501,1900,Rowing,Rowing,"GAUDIN, AndrÃ©",FRA,Men,single sculls (1x),Silver,2
499,1900,Rowing,Rowing,"ASHE, Saint-George",GBR,Men,single sculls (1x),Bronze,1
498,1900,Rowing,Rowing,WALEFF,FRA,Men,pair-oared shell with coxswain (2+),Silver,2
496,1900,Rowing,Rowing,"MARTINET, Louis",FRA,Men,pair-oared shell with coxswain (2+),Silver,2
495,1900,Rowing,Rowing,"KLEIN, Roelof",ZZX,Men,pair-oared shell with coxswain (2+),Gold,3
500,1900,Rowing,Rowing,"BARRELET, Henri",FRA,Men,single sculls (1x),Gold,3
494,1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",ZZX,Men,pair-oared shell with coxswain (2+),Gold,3
493,1900,Rowing,Rowing,"BRANDT, Francois Antoine",ZZX,Men,pair-oared shell with coxswain (2+),Gold,3
492,1900,Rowing,Rowing,"VEDRENNE, Antoine Erneste",FRA,Men,pair-oared shell with coxswain (2+),Bronze,1
491,1900,Rowing,Rowing,"PAOLI, Raoul",FRA,Men,pair-oared shell with coxswain (2+),Bronze,1
490,1900,Rowing,Rowing,"DELTOUR, Carlos",FRA,Men,pair-oared shell with coxswain (2+),Bronze,1
489,1900,Rowing,Rowing,"WEGELIN, Emile",FRA,Men,four-oared shell with coxswain (4-),Silver,2
497,1900,Rowing,Rowing,UNKNOWN COX / BARREUR INCONNU,FRA,Men,pair-oared shell with coxswain (2+),Silver,2
481,1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,four-oared shell with coxswain (4-),Silver,2
487,1900,Rowing,Rowing,"SOUBEYRAN, Daniel",FRA,Men,four-oared shell with coxswain (4-),Silver,2
486,1900,Rowing,Rowing,"PERRIN, Charles",FRA,Men,four-oared shell with coxswain (4-),Silver,2
485,1900,Rowing,Rowing,"LUMPP, Georges",FRA,Men,four-oared shell with coxswain (4-),Silver,2
484,1900,Rowing,Rowing,"LOTSY, Paulus Jan",NED,Men,four-oared shell with coxswain (4-),Silver,2
483,1900,Rowing,Rowing,"LOTSY, Gerhard Oswald",NED,Men,four-oared shell with coxswain (4-),Silver,2
482,1900,Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",NED,Men,four-oared shell with coxswain (4-),Silver,2
480,1900,Rowing,Rowing,"TIETGENS, Waldemar",GER,Men,four-oared shell with coxswain (4-),Gold,3
479,1900,Rowing,Rowing,"KATZENSTEIN, Walther",GER,Men,four-oared shell with coxswain (4-),Gold,3
478,1900,Rowing,Rowing,"HAZEBROUCK, Henri",FRA,Men,four-oared shell with coxswain (4-),Gold,3
477,1900,Rowing,Rowing,"GOSSLER, Oscar",GER,Men,four-oared shell with coxswain (4-),Gold,3
476,1900,Rowing,Rowing,"GOSSLER, Gustav Ludwig",GER,Men,four-oared shell with coxswain (4-),Gold,3
502,1900,Rugby,Rugby,"AITOFF, Vladimir",FRA,Men,rugby,Gold,3
475,1900,Rowing,Rowing,"GOSSLER, Carl Heinrich",GER,Men,four-oared shell with coxswain (4-),Gold,3
474,1900,Rowing,Rowing,"DELCHAMBRE, Emile",FRA,Men,four-oared shell with coxswain (4-),Gold,3
488,1900,Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",NED,Men,four-oared shell with coxswain (4-),Silver,2
503,1900,Rugby,Rugby,"ALBERT, A.",FRA,Men,rugby,Gold,3
520,1900,Rugby,Rugby,"BAYLISS, F.C.",GBR,Men,rugby,Silver,2
505,1900,Rugby,Rugby,"COLLAS, Jean",FRA,Men,rugby,Gold,3
533,1900,Rugby,Rugby,"LOVEITT, H.A.",GBR,Men,rugby,Silver,2
473,1900,Rowing,Rowing,CHARLOT,FRA,Men,four-oared shell with coxswain (4-),Gold,3
532,1900,Rugby,Rugby,"LOGAN, M.L.",GBR,Men,rugby,Silver,2
531,1900,Rugby,Rugby,"LATSCHA, Hans",GER,Men,rugby,Silver,2
530,1900,Rugby,Rugby,"LANDVOIGT, Arnold",GER,Men,rugby,Silver,2
529,1900,Rugby,Rugby,"KREUZER, Hermann",GER,Men,rugby,Silver,2
528,1900,Rugby,Rugby,"HOOD, L.",GBR,Men,rugby,Silver,2
527,1900,Rugby,Rugby,"HOFMEISTER, Willy",GER,Men,rugby,Silver,2
526,1900,Rugby,Rugby,"HERRMANN, Jacob",GER,Men,rugby,Silver,2
525,1900,Rugby,Rugby,"DEYKIN, C.P.",GBR,Men,rugby,Silver,2
524,1900,Rugby,Rugby,"DARBY, Artur John",GBR,Men,rugby,Silver,2
523,1900,Rugby,Rugby,"CAUTLON, J.",GBR,Men,rugby,Silver,2
522,1900,Rugby,Rugby,"BIRTLES, J.Henry",GBR,Men,rugby,Silver,2
504,1900,Rugby,Rugby,"BINOCHE, Jean, LÃÂ©on",FRA,Men,rugby,Gold,3
521,1900,Rugby,Rugby,"BETTING, Hugo",GER,Men,rugby,Silver,2
518,1900,Rugby,Rugby,"SARRADE, Emile",FRA,Men,rugby,Gold,3
517,1900,Rugby,Rugby,"ROOSEVELT, Albert",FRA,Men,rugby,Gold,3
516,1900,Rugby,Rugby,"RISCHMANN, AndrÃ©",FRA,Men,rugby,Gold,3
515,1900,Rugby,Rugby,"REICHEL, Frantz",FRA,Men,rugby,Gold,3
514,1900,Rugby,Rugby,"PHARAMOND, Alexandre",FRA,Men,rugby,Gold,3
513,1900,Rugby,Rugby,"OLIVIER, Joseph",FRA,Men,rugby,Gold,3
512,1900,Rugby,Rugby,"LEFEBVRE, Hubert",FRA,Men,rugby,Gold,3
511,1900,Rugby,Rugby,"LARDANCHET, Victor",FRA,Men,rugby,Gold,3
510,1900,Rugby,Rugby,"HERVE, Jean",FRA,Men,rugby,Gold,3
509,1900,Rugby,Rugby,"HENRIQUEZ DE ZUBIERRA, Constantin",FRA,Men,rugby,Gold,3
508,1900,Rugby,Rugby,"GONDOUIN, Charles",FRA,Men,rugby,Gold,3
507,1900,Rugby,Rugby,"GIROUX, Auguste",FRA,Men,rugby,Gold,3
506,1900,Rugby,Rugby,"GAUTIER, Jean Guy",FRA,Men,rugby,Gold,3
519,1900,Rugby,Rugby,"AMRHEIN, Albert",GER,Men,rugby,Silver,2
472,1900,Rowing,Rowing,"CAU, Jean",FRA,Men,four-oared shell with coxswain (4-),Gold,3
434,1900,Rowing,Rowing,"BRANDT, Francois Antoine",NED,Men,eight with coxswain (8+),Bronze,1
470,1900,Rowing,Rowing,"WILKER, Hermann",GER,Men,four-oared shell with coxswain (4-),Bronze,1
436,1900,Rowing,Rowing,"KLEIN, Roelof",NED,Men,eight with coxswain (8+),Bronze,1
435,1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,eight with coxswain (8+),Bronze,1
433,1900,Polo,Polo,"MCCREERY, Walter Adolph",ZZX,Men,polo,Silver,2
432,1900,Polo,Polo,"FREAKE, Frederick Maitland",ZZX,Men,polo,Silver,2
431,1900,Polo,Polo,"COMTE DE MADRE, JosÃ© Pierre M.J.",ZZX,Men,polo,Silver,2
430,1900,Polo,Polo,"BUCKMASTER, Walter Selby",ZZX,Men,polo,Silver,2
429,1900,Polo,Polo,"RAWLINSON, Alfred",ZZX,Men,polo,Gold,3
428,1900,Polo,Polo,"MACKEY, Frank Jay",ZZX,Men,polo,Gold,3
427,1900,Polo,Polo,"KEENE, Foxhall Parker",ZZX,Men,polo,Gold,3
426,1900,Polo,Polo,"DALY, Dennis",ZZX,Men,polo,Gold,3
425,1900,Polo,Polo,"RAOUL-DUVAL, Maurice",ZZX,Men,polo,Bronze,1
424,1900,Polo,Polo,"FAUQUET LEMAITRE, A.",ZZX,Men,polo,Bronze,1
423,1900,Polo,Polo,"DUC DE BISACCIA, Louis",ZZX,Men,polo,Bronze,1
437,1900,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",NED,Men,eight with coxswain (8+),Bronze,1
422,1900,Polo,Polo,"BOUSSOD, Jean",ZZX,Men,polo,Bronze,1
420,1900,Gymnastics,Artistic G.,"SANDRAS, Gustave",FRA,Men,individual all-round,Gold,3
419,1900,Gymnastics,Artistic G.,"DEMANET, Lucien",FRA,Men,individual all-round,Bronze,1
418,1900,Golf,Golf,"WHITTIER, Pauline",USA,Women,individual,Silver,2
417,1900,Golf,Golf,"ABBOTT, Margaret Ives",USA,Women,individual,Gold,3
416,1900,Golf,Golf,"PRATT, Daria",USA,Women,individual,Bronze,1
415,1900,Golf,Golf,"RUTHERFORD, Walter",GBR,Men,individual,Silver,2
414,1900,Golf,Golf,"SANDS, Charles Edward",USA,Men,individual,Gold,3
413,1900,Golf,Golf,"ROBERTSON, David Donaldson",GBR,Men,individual,Bronze,1
412,1900,Football,Football,PELTIER,FRA,Men,football,Silver,2
411,1900,Football,Football,MACAIRE,FRA,Men,football,Silver,2
410,1900,Football,Football,LAMBERT,FRA,Men,football,Silver,2
409,1900,Football,Football,HUTEAU,FRA,Men,football,Silver,2
534,1900,Rugby,Rugby,"LUDWIG, Erich",GER,Men,rugby,Silver,2
421,1900,Gymnastics,Artistic G.,"BAS, NoÃ«l",FRA,Men,individual all-round,Silver,2
471,1900,Rowing,Rowing,"BOUCKAERT, Henri",FRA,Men,four-oared shell with coxswain (4-),Gold,3
438,1900,Rowing,Rowing,"MIDDELBERG, Walter",NED,Men,eight with coxswain (8+),Bronze,1
440,1900,Rowing,Rowing,"THIJSSEN, Walter",NED,Men,eight with coxswain (8+),Bronze,1
469,1900,Rowing,Rowing,"RÃSTER, Hugo",GER,Men,four-oared shell with coxswain (4-),Bronze,1
468,1900,Rowing,Rowing,"MOTHS, Gustav Adolf",GER,Men,four-oared shell with coxswain (4-),Bronze,1
467,1900,Rowing,Rowing,"MÃLLER, Adolf",GER,Men,four-oared shell with coxswain (4-),Bronze,1
466,1900,Rowing,Rowing,"LEHLE, Carl",GER,Men,four-oared shell with coxswain (4-),Bronze,1
465,1900,Rowing,Rowing,"KRÃWERATH, Franz",GER,Men,four-oared shell with coxswain (4-),Bronze,1
464,1900,Rowing,Rowing,"KÃRNER, Julius",GER,Men,four-oared shell with coxswain (4-),Bronze,1
463,1900,Rowing,Rowing,"FICKEISEN, Otto",GER,Men,four-oared shell with coxswain (4-),Bronze,1
462,1900,Rowing,Rowing,"FELLE, Ernst",GER,Men,four-oared shell with coxswain (4-),Bronze,1
461,1900,Rowing,Rowing,"CARSTENS, Wilhelm",GER,Men,four-oared shell with coxswain (4-),Bronze,1
460,1900,Rowing,Rowing,"VERDONCK, Maurice",BEL,Men,eight with coxswain (8+),Silver,2
459,1900,Rowing,Rowing,"VAN LANDEGHEM, Alfred",BEL,Men,eight with coxswain (8+),Silver,2
458,1900,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",BEL,Men,eight with coxswain (8+),Silver,2
457,1900,Rowing,Rowing,"ODBERG, Frank",BEL,Men,eight with coxswain (8+),Silver,2
439,1900,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",NED,Men,eight with coxswain (8+),Bronze,1
456,1900,Rowing,Rowing,"HEMELSOET, Maurice",BEL,Men,eight with coxswain (8+),Silver,2
454,1900,Rowing,Rowing,"DE COCK, Oscar",BEL,Men,eight with coxswain (8+),Silver,2
453,1900,Rowing,Rowing,"DE BISSCHOP, Jules",BEL,Men,eight with coxswain (8+),Silver,2
452,1900,Rowing,Rowing,"BRUGGEMAN, ProspÃ¨re",BEL,Men,eight with coxswain (8+),Silver,2
451,1900,Rowing,Rowing,"MARSH, Edward",USA,Men,eight with coxswain (8+),Gold,3
450,1900,Rowing,Rowing,"LOCKWOOD, Roscoe",USA,Men,eight with coxswain (8+),Gold,3
449,1900,Rowing,Rowing,"JUVENAL, James",USA,Men,eight with coxswain (8+),Gold,3
447,1900,Rowing,Rowing,"GEIGER, John",USA,Men,eight with coxswain (8+),Gold,3
446,1900,Rowing,Rowing,"EXLEY, John",USA,Men,eight with coxswain (8+),Gold,3
445,1900,Rowing,Rowing,"DEBAECKE, Harry",USA,Men,eight with coxswain (8+),Gold,3
444,1900,Rowing,Rowing,"CARR, William",USA,Men,eight with coxswain (8+),Gold,3
443,1900,Rowing,Rowing,"ABELL, Louis",USA,Men,eight with coxswain (8+),Gold,3
442,1900,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",NED,Men,eight with coxswain (8+),Bronze,1
441,1900,Rowing,Rowing,"TROMP, Henricus",NED,Men,eight with coxswain (8+),Bronze,1
455,1900,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Men,eight with coxswain (8+),Silver,2
535,1900,Rugby,Rugby,"LUDWIG, Richard",GER,Men,rugby,Silver,2
